Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,TariffRate,ElectricityBill
22,22,1,6,12,10,Ahmedabad,Torrent Power Ltd.,7.9,4629.4
9,20,0,14,1,11,Vadodara,NLC India,7.8,3720.6
22,23,0,6,1,1,Shimla,NLC India,7.7,4050.2
10,22,1,5,7,6,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),9.1,3985.8
14,22,3,4,1,2,Nagpur,KEC International,8.9,3720.2
19,22,1,7,1,3,Gurgaon,TransRail Lighting,8.3,4656.3
13,22,3,11,1,11,Dahej,Neueon Towers / Sujana Towers Ltd.,7.6,3336.4
20,23,2,9,1,12,Ahmedabad,Adani Power Ltd.,7.9,4629.4
20,22,2,13,1,9,Pune,NLC India,9.1,5341.7
10,22,1,12,1,11,Kolkata,NTPC Pvt. Ltd.,8.7,5046
10,20,1,6,1,11,Nagpur,Torrent Power Ltd.,8.9,4450
18,23,3,6,1,4,Pune,NLC India,9.1,4167.8
15,23,1,10,1,10,Shimla,NTPC Pvt. Ltd.,7.7,3511.2
16,23,3,5,1,1,Vadodara,JSW Energy Ltd.,7.8,4032.6
14,22,1,14,1,11,Gurgaon,Reliance Energy,8.3,3129.1
22,22,2,11,1,3,Navi Mumbai,L&T Transmission & Distribution,9.3,4650
9,23,0,9,1,9,Noida,NLC India,8.2,3476.8
11,22,1,3,12,3,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.4,3263.4
16,22,3,8,1,7,Pune,Tata Power Company Ltd.,9.1,5632.9
21,22,3,19,12,10,Vadodara,Optibelt Power Transmission India Private Limited,7.8,5413.2
7,20,1,7,1,2,Ahmedabad,SJVN Ltd.,7.9,1501
19,22,0,22,1,12,Pune,Jyoti Structure,9.1,5123.3
15,22,0,7,12,9,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,7.8,4375.8
13,22,2,22,1,2,Noida,Orient Green,8.2,4485.4
16,23,1,11,12,6,Navi Mumbai,Sunil Hitech Eng,9.3,4482.6
21,22,1,20,1,12,Gurgaon,KEC International,8.3,5345.2
10,22,3,16,1,8,Dahej,Kalpataru Power,7.6,5114.8
19,23,3,17,12,9,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,7.9,4811.1
11,23,3,20,1,12,Gurgaon,JSW Energy Ltd.,8.3,5552.7
23,22,0,22,1,6,Navi Mumbai,NLC India,9.3,6733.2
15,23,0,14,1,3,Dahej,L&T Transmission & Distribution,7.6,3017.2
19,23,3,13,1,5,Dahej,NHPC,7.6,3640.4
22,23,0,9,1,4,Chennai,GE T&D India Limited,8.8,3880.8
21,22,3,19,1,2,Pune,JSW Energy Ltd.,9.1,5205.2
17,23,2,13,1,4,Navi Mumbai,Indowind Energy,9.3,5440.5
16,23,3,6,12,4,Noida,Unitech Power Transmission Ltd.,8.2,4518.2
15,22,3,19,1,11,Dahej,Reliance Power,7.6,3838
5,22,2,18,1,9,Kolkata,Orient Green,8.7,3453.9
19,23,1,9,1,6,Noida,L&T Transmission & Distribution,8.2,3239
14,23,2,8,1,1,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,8.1,3215.7
11,22,0,20,1,5,Ahmedabad,KEC International,7.9,3989.5
17,23,3,14,1,4,Mumbai,Sterlite Power Transmission Ltd,9.2,4655.2
10,19,3,4,1,12,Noida,Sterlite Power Transmission Ltd,8.2,3878.6
8,21,0,22,7,11,Ahmedabad,Ringfeder Power Transmission India Pvt. Ltd.,7.9,4668.9
17,22,0,11,1,11,Dahej,Sunil Hitech Eng,7.6,3412.4
7,17,0,9,1,6,Navi Mumbai,Jaiprakash Power,9.3,2771.4
5,23,3,21,1,12,Dahej,NTPC Pvt. Ltd.,7.6,4043.2
18,23,1,5,1,5,Pune,Power Grid Corp,9.1,3166.8
13,23,3,8,12,5,Faridabad,TransRail Lighting,8.1,4163.4
10,22,1,9,1,2,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.4,3746.4
9,19,2,6,1,2,Pune,Ringfeder Power Transmission India Pvt. Ltd.,9.1,4331.6
7,17,3,21,1,7,Dahej,NTPC Pvt. Ltd.,7.6,4765.2
18,23,1,12,1,5,Vadodara,Orient Green,7.8,3377.4
22,22,0,6,1,8,Faridabad,Optibelt Power Transmission India Private Limited,8.1,3871.8
17,22,3,21,12,9,Nagpur,JSW Energy Ltd.,8.9,6950.9
9,22,2,12,1,2,Hyderabad,Power Grid Corp,8.4,3696
23,23,0,18,12,6,Pune,Guj Ind Power,9.1,6151.6
17,23,1,10,1,5,Faridabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.1,3183.3
16,22,1,6,12,2,Shimla,L&T Transmission & Distribution,7.7,4396.7
17,22,3,8,1,5,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.9,4471.4
21,23,0,10,1,4,Mumbai,Reliance Power,9.2,3256.8
5,18,1,22,1,1,Faridabad,JSW Energy Ltd.,8.1,3677.4
8,23,3,20,1,3,Kolkata,Sterlite Power Transmission Ltd,8.7,6324.9
16,23,3,5,1,7,Shimla,Indowind Energy,7.7,4096.4
16,22,0,9,1,6,Shimla,Unitech Power Transmission Ltd.,7.7,2618
17,23,0,4,1,2,Chennai,Torrent Power Ltd.,8.8,3000.8
18,22,0,18,1,8,Navi Mumbai,Jaiprakash Power,9.3,3878.1
5,18,1,11,1,8,Chennai,Unitech Power Transmission Ltd.,8.8,3185.6
10,22,0,8,7,5,Navi Mumbai,SJVN Ltd.,9.3,4147.8
10,18,2,13,1,5,Dahej,Orient Green,7.6,3040
8,19,2,7,1,10,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,7.4,3337.4
7,19,0,8,7,3,Faridabad,Orient Green,8.1,3653.1
7,17,3,12,7,6,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,8.5,3094
23,22,0,5,1,8,Kolkata,Guj Ind Power,8.7,4872
7,20,3,11,1,6,Hyderabad,CESC,8.4,2755.2
10,19,3,20,1,5,Navi Mumbai,Unitech Power Transmission Ltd.,9.3,4975.5
16,23,0,9,1,6,Kolkata,Optibelt Power Transmission India Private Limited,8.7,3253.8
8,21,3,10,1,9,Kolkata,GE T&D India Limited,8.7,3714.9
14,22,1,16,1,11,Mumbai,KEC International,9.2,5970.8
10,18,0,8,1,7,Ahmedabad,JSW Energy Ltd.,7.9,2488.5
10,22,3,11,1,8,Ratnagiri,L&T Transmission & Distribution,7.4,3655.6
19,23,2,18,1,2,Mumbai,Jaiprakash Power,9.2,4305.6
12,22,0,10,1,9,Hyderabad,CESC,8.4,2394
9,19,0,22,1,6,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,9.2,3330.4
16,22,3,7,1,3,Pune,Adani Power Ltd.,9.1,4950.4
7,20,3,15,1,10,Gurgaon,Reliance Energy,8.3,4938.5
23,23,0,22,12,9,Vadodara,Torrent Power Ltd.,7.8,5764.2
8,23,0,16,1,5,Hyderabad,Power Grid Corp,8.4,4519.2
5,18,3,11,1,1,Faridabad,Kalpataru Power,8.1,3734.1
9,23,3,13,1,4,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,8.3,5536.1
15,22,3,13,12,3,New Delhi,Optibelt Power Transmission India Private Limited,8.5,4615.5
15,22,3,15,1,5,Chennai,GE T&D India Limited,8.8,5755.2
19,22,2,22,1,4,Chennai,TransRail Lighting,8.8,5288.8
16,22,2,10,1,8,Chennai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.8,5526.4
15,23,1,18,12,8,Hyderabad,Kalpataru Power,8.4,5754
12,22,1,6,12,7,Ratnagiri,NTPC Pvt. Ltd.,7.4,4662
10,20,3,6,7,11,Hyderabad,Sterlite Power Transmission Ltd,8.4,5115.6
10,20,3,14,1,8,Nagpur,Power Grid Corp,8.9,3738
13,22,1,19,12,5,Pune,GE T&D India Limited,9.1,6442.8
11,23,0,16,1,11,Pune,Orient Green,9.1,5305.3
20,22,1,15,1,4,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,7.9,3167.9
11,22,2,4,1,4,Shimla,GE T&D India Limited,7.7,2902.9
17,23,2,7,1,2,Ahmedabad,Orient Green,7.9,4661
12,22,0,4,1,7,Hyderabad,Power Grid Corp,8.4,3603.6
17,22,0,14,1,1,Shimla,Sterlite Power Transmission Ltd,7.7,3264.8
10,19,3,22,7,4,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,8.5,4530.5
15,22,0,5,12,12,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,8.4,3830.4
13,22,2,15,1,10,Navi Mumbai,Reliance Power,9.3,3794.4
5,20,1,16,1,11,Chennai,Adani Power Ltd.,8.8,3836.8
16,22,3,11,12,6,Mumbai,NTPC Pvt. Ltd.,9.2,5078.4
23,23,1,22,1,10,Noida,Guj Ind Power,8.2,5264.4
19,23,0,11,12,11,Dahej,JSW Energy Ltd.,7.6,5388.4
22,22,1,22,1,12,Ratnagiri,TransRail Lighting,7.4,4136.6
8,20,2,6,1,9,Chennai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.8,3977.6
6,21,1,18,7,11,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,7.4,3655.6
8,23,1,3,1,5,Ahmedabad,Guj Ind Power,7.9,3073.1
19,22,1,17,1,8,Vadodara,NLC India,7.8,3783
13,22,1,14,1,9,Navi Mumbai,TransRail Lighting,9.3,3645.6
10,19,1,19,7,7,Chennai,CESC,8.8,3599.2
12,23,0,14,1,8,Dahej,NHPC,7.6,3116
22,22,0,5,1,5,Ratnagiri,Jaiprakash Power,7.4,3478
21,22,0,9,12,7,Kolkata,Unitech Power Transmission Ltd.,8.7,5829
12,22,2,7,1,8,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,8.1,4390.2
16,22,1,10,1,9,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.2,3370.2
6,20,3,6,1,5,Chennai,Adani Power Ltd.,8.8,4628.8
12,23,0,16,1,5,Mumbai,Sunil Hitech Eng,9.2,4802.4
6,17,3,18,1,10,New Delhi,NHPC,8.5,5083
20,23,1,17,12,11,Chennai,Unitech Power Transmission Ltd.,8.8,6327.2
12,22,1,15,1,4,Faridabad,Jaiprakash Power,8.1,4552.2
15,22,3,17,12,11,Dahej,Bonfiglioli Transmission Pvt. Ltd.,7.6,4552.4
14,23,3,14,1,5,Ratnagiri,Kalpataru Power,7.4,3862.8
16,22,2,18,1,9,Chennai,Jyoti Structure,8.8,4241.6
22,23,0,19,1,12,Ahmedabad,Guj Ind Power,7.9,4424
23,22,1,22,1,3,New Delhi,NHPC,8.5,5278.5
8,18,1,18,1,6,Noida,Adani Power Ltd.,8.2,3927.8
5,20,0,13,1,3,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),9.3,4482.6
9,22,1,13,1,2,Pune,Sunil Hitech Eng,9.1,3148.6
6,23,0,18,1,2,Mumbai,NTPC Pvt. Ltd.,9.2,3514.4
6,23,2,20,1,4,Gurgaon,CESC,8.3,5237.3
16,22,1,16,1,2,Navi Mumbai,Indowind Energy,9.3,4482.6
15,23,3,15,12,2,Navi Mumbai,SJVN Ltd.,9.3,5719.5
11,23,1,18,1,6,Faridabad,KEC International,8.1,3167.1
21,23,1,20,12,3,Kolkata,Kalpataru Power,8.7,6759.9
22,22,3,14,1,6,Gurgaon,Kalpataru Power,8.3,4116.8
20,23,2,4,1,5,Ahmedabad,Sterlite Power Transmission Ltd,7.9,4036.9
21,22,0,18,12,6,Gurgaon,Sterlite Power Transmission Ltd,8.3,4847.2
19,22,3,7,1,9,Pune,Reliance Energy,9.1,5041.4
16,22,2,14,1,10,Ahmedabad,Sterlite Power Transmission Ltd,7.9,4787.4
18,23,2,15,12,4,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.3,5702.1
5,23,3,7,1,10,Kolkata,L&T Transmission & Distribution,8.7,4932.9
13,22,1,3,1,5,Shimla,Bonfiglioli Transmission Pvt. Ltd.,7.7,3434.2
12,22,1,18,1,3,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,8.5,4896
21,23,2,9,1,10,Nagpur,Jyoti Structure,8.9,4129.6
6,19,3,8,1,3,Ahmedabad,CESC,7.9,3799.9
7,21,1,6,1,1,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.9,4378.8
22,23,0,10,12,6,Kolkata,NLC India,8.7,3984.6
9,18,1,19,1,9,Gurgaon,JSW Energy Ltd.,8.3,3942.5
16,22,1,15,12,7,Navi Mumbai,Sterlite Power Transmission Ltd,9.3,6277.5
5,22,2,6,1,1,Noida,Indowind Energy,8.2,3099.6
20,23,1,7,1,8,Gurgaon,Reliance Energy,8.3,5021.5
6,22,3,22,1,2,Vadodara,Power Grid Corp,7.8,4024.8
16,23,3,11,12,9,Ratnagiri,TransRail Lighting,7.4,5305.8
14,22,2,14,1,2,Vadodara,Power Grid Corp,7.8,4438.2
11,23,1,3,1,12,Ahmedabad,TransRail Lighting,7.9,4289.7
23,22,1,18,1,7,Gurgaon,Neueon Towers / Sujana Towers Ltd.,8.3,5071.3
8,22,0,22,1,1,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,7.4,2878.6
15,23,2,17,1,11,Nagpur,Indowind Energy,8.9,5526.9
15,22,2,3,1,10,Dahej,Bonfiglioli Transmission Pvt. Ltd.,7.6,2880.4
10,18,1,5,1,6,Shimla,NLC India,7.7,2055.9
21,23,2,12,1,9,Dahej,Optibelt Power Transmission India Private Limited,7.6,4294
13,22,0,9,1,8,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.9,4226.5
12,22,0,4,1,6,Kolkata,Ringfeder Power Transmission India Pvt. Ltd.,8.7,2201.1
20,22,3,13,1,3,Pune,Kalpataru Power,9.1,4413.5
10,22,2,18,1,4,Ahmedabad,Kalpataru Power,7.9,4771.6
16,22,1,16,12,11,Gurgaon,SJVN Ltd.,8.3,5361.8
5,19,2,19,1,12,Nagpur,L&T Transmission & Distribution,8.9,4165.2
13,22,3,16,1,5,Ratnagiri,Jyoti Structure,7.4,4610.2
8,22,1,16,1,9,Faridabad,Kalpataru Power,8.1,3410.1
5,23,2,4,1,12,Dahej,L&T Transmission & Distribution,7.6,3929.2
23,23,0,5,1,5,Nagpur,L&T Transmission & Distribution,8.9,3017.1
18,23,3,18,12,5,Gurgaon,Sunil Hitech Eng,8.3,7403.6
6,22,0,3,1,4,Chennai,L&T Transmission & Distribution,8.8,1698.4
20,22,2,20,1,3,Mumbai,Reliance Power,9.2,5878.8
19,23,1,9,12,8,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,5913.6
18,23,2,10,12,12,Nagpur,NTPC Pvt. Ltd.,8.9,6158.8
20,23,0,20,1,6,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,7.8,4375.8
15,23,0,18,1,1,Ratnagiri,Optibelt Power Transmission India Private Limited,7.4,3574.2
18,22,1,17,1,9,Nagpur,Unitech Power Transmission Ltd.,8.9,6060.9
14,23,1,18,1,4,Vadodara,Adani Power Ltd.,7.8,5109
12,23,3,7,1,4,Mumbai,Sunil Hitech Eng,9.2,4563.2
18,23,0,20,1,4,Dahej,Tata Power Company Ltd.,7.6,3549.2
10,20,1,22,1,4,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,7.4,4514
15,23,1,16,1,8,Mumbai,GE T&D India Limited,9.2,5372.8
17,22,1,12,1,10,Faridabad,Reliance Power,8.1,4965.3
18,22,1,18,12,4,Faridabad,Jaiprakash Power,8.1,6034.5
12,22,2,6,12,2,Vadodara,Adani Power Ltd.,7.8,4524
11,22,3,7,1,1,Navi Mumbai,NLC India,9.3,4203.6
16,23,0,3,1,5,Shimla,Power Grid Corp,7.7,2132.9
5,18,3,11,7,8,Kolkata,Reliance Energy,8.7,5028.6
22,23,3,11,1,3,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.8,5966.4
16,22,0,8,1,1,Navi Mumbai,SJVN Ltd.,9.3,3980.4
7,19,3,9,1,8,Faridabad,Tata Power Company Ltd.,8.1,4333.5
18,23,1,8,1,12,Noida,Power Grid Corp,8.2,3599.8
6,20,1,9,1,1,Mumbai,Jaiprakash Power,9.2,3532.8
22,23,0,21,1,2,Shimla,Adani Power Ltd.,7.7,4550.7
6,23,0,20,1,12,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.1,4033.8
13,23,2,21,12,5,Kolkata,Orient Green,8.7,6455.4
23,22,2,13,1,9,Gurgaon,CESC,8.3,4606.5
15,22,3,19,12,2,Faridabad,Kalpataru Power,8.1,4479.3
7,18,0,14,7,3,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,8.4,3864
16,23,0,14,1,8,Vadodara,Orient Green,7.8,4149.6
13,22,3,20,1,10,Mumbai,Reliance Power,9.2,5759.2
10,19,2,3,1,10,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.9,3542.2
20,23,3,18,1,11,New Delhi,Adani Power Ltd.,8.5,4462.5
19,22,0,15,1,7,Navi Mumbai,KEC International,9.3,6017.1
5,17,0,10,1,4,Vadodara,SJVN Ltd.,7.8,2659.8
12,22,3,9,1,8,Pune,JSW Energy Ltd.,9.1,5341.7
21,22,2,21,1,6,Gurgaon,Jyoti Structure,8.3,5137.7
10,23,3,16,7,11,Pune,KEC International,9.1,5378.1
18,22,0,3,12,9,Navi Mumbai,SJVN Ltd.,9.3,5403.3
10,20,1,14,7,7,Gurgaon,Sunil Hitech Eng,8.3,5295.4
15,23,2,22,1,4,New Delhi,Unitech Power Transmission Ltd.,8.5,6315.5
19,23,2,19,12,5,Vadodara,Torrent Power Ltd.,7.8,6162
16,22,0,14,12,12,Ahmedabad,GE T&D India Limited,7.9,5221.9
20,22,1,19,12,3,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,8.9,5037.4
11,23,3,15,1,12,Nagpur,Reliance Power,8.9,5918.5
19,22,2,8,12,6,Hyderabad,Optibelt Power Transmission India Private Limited,8.4,5812.8
17,22,0,8,1,8,Faridabad,Reliance Power,8.1,4527.9
8,21,2,3,7,2,Faridabad,Orient Green,8.1,3013.2
20,22,3,22,1,11,Dahej,Jyoti Structure,7.6,5669.6
9,17,1,22,1,2,Ratnagiri,Torrent Power Ltd.,7.4,2493.8
21,22,1,6,1,6,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.1,4098.6
22,22,0,5,1,2,Chennai,Sunil Hitech Eng,8.8,2261.6
17,22,2,18,1,11,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.5,4734.5
6,21,1,12,1,6,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.6,3860.8
9,22,1,16,1,10,Vadodara,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.8,3159
18,22,1,11,1,4,Hyderabad,Power Grid Corp,8.4,3351.6
13,23,2,22,1,2,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.6,4917.2
12,23,1,5,1,7,Nagpur,Torrent Power Ltd.,8.9,4387.7
22,23,3,12,1,6,Faridabad,Guj Ind Power,8.1,4252.5
5,19,0,8,1,10,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,7.6,1603.6
7,19,1,21,1,12,Ahmedabad,Guj Ind Power,7.9,3823.6
16,23,2,8,12,4,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,8.5,4369
14,22,2,19,1,3,Dahej,Reliance Power,7.6,3868.4
17,23,2,18,1,1,Pune,SJVN Ltd.,9.1,6169.8
16,23,0,15,1,2,Hyderabad,TransRail Lighting,8.4,2940
10,18,0,22,1,5,Navi Mumbai,Guj Ind Power,9.3,4677.9
19,23,2,8,1,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.9,4423.3
20,22,0,14,1,6,Noida,Bonfiglioli Transmission Pvt. Ltd.,8.2,3230.8
23,22,2,14,1,9,Ahmedabad,Tata Power Company Ltd.,7.9,3626.1
12,22,1,4,1,8,Pune,Bonfiglioli Transmission Pvt. Ltd.,9.1,4395.3
19,23,2,18,1,12,Nagpur,SJVN Ltd.,8.9,6425.8
21,23,2,17,1,11,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,9.3,5477.7
6,17,3,17,1,10,Shimla,TransRail Lighting,7.7,2933.7
18,23,2,9,12,7,Gurgaon,Tata Power Company Ltd.,8.3,5693.8
16,22,3,18,1,7,Vadodara,NLC India,7.8,4212
12,22,2,20,12,8,Pune,Orient Green,9.1,5751.2
23,22,2,13,1,5,Kolkata,Reliance Power,8.7,5541.9
17,22,3,3,1,4,Noida,Ringfeder Power Transmission India Pvt. Ltd.,8.2,3337.4
13,23,2,7,1,9,Kolkata,Reliance Power,8.7,2879.7
10,20,3,14,7,10,Kolkata,JSW Energy Ltd.,8.7,4437
22,23,1,14,1,6,Kolkata,NTPC Pvt. Ltd.,8.7,3758.4
13,22,1,20,12,9,Dahej,Optibelt Power Transmission India Private Limited,7.6,5282
13,23,1,11,1,1,Navi Mumbai,Kalpataru Power,9.3,3878.1
18,22,3,22,1,9,Pune,Ringfeder Power Transmission India Pvt. Ltd.,9.1,5742.1
7,20,1,21,1,8,Navi Mumbai,CESC,9.3,4305.9
6,21,2,13,7,11,New Delhi,JSW Energy Ltd.,8.5,3791
12,22,2,12,1,9,Hyderabad,Power Grid Corp,8.4,3284.4
8,22,0,6,1,5,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,8.9,4067.3
16,23,0,21,12,11,Pune,Jaiprakash Power,9.1,5496.4
6,23,1,14,7,3,Hyderabad,Sunil Hitech Eng,8.4,4662
20,22,3,17,1,6,Shimla,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.7,5759.6
17,22,0,13,1,12,Nagpur,CESC,8.9,5500.2
8,20,1,7,1,9,Nagpur,Orient Green,8.9,3586.7
15,23,3,15,1,5,Kolkata,Optibelt Power Transmission India Private Limited,8.7,5681.1
14,23,2,18,1,1,Shimla,Unitech Power Transmission Ltd.,7.7,4489.1
19,23,2,3,1,7,Navi Mumbai,Reliance Energy,9.3,4780.2
14,22,3,15,1,5,Chennai,Jaiprakash Power,8.8,6098.4
8,21,2,18,1,10,Vadodara,Guj Ind Power,7.8,3393
10,21,3,12,7,2,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,7.7,4920.3
15,22,2,14,1,2,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,7.8,3346.2
7,20,1,6,1,8,Pune,Jaiprakash Power,9.1,3084.9
16,23,1,14,12,7,Hyderabad,NLC India,8.4,5426.4
22,23,0,4,1,1,Dahej,JSW Energy Ltd.,7.6,3055.2
21,23,1,19,1,6,Ratnagiri,Sterlite Power Transmission Ltd,7.4,4129.2
10,20,3,19,7,8,Pune,NLC India,9.1,6515.6
21,23,1,5,1,6,Kolkata,Neueon Towers / Sujana Towers Ltd.,8.7,3610.5
17,22,3,4,1,7,Pune,Adani Power Ltd.,9.1,5751.2
21,23,0,20,12,6,Shimla,KEC International,7.7,5605.6
22,23,0,13,1,11,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,9.3,5217.3
8,23,1,7,1,4,Ahmedabad,NLC India,7.9,2235.7
7,20,2,22,7,2,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.1,4009.5
23,23,2,6,1,5,Shimla,GE T&D India Limited,7.7,3503.5
7,19,0,9,1,10,Kolkata,Neueon Towers / Sujana Towers Ltd.,8.7,4036.8
11,22,1,8,1,4,Vadodara,KEC International,7.8,2901.6
11,22,2,6,1,8,Kolkata,Jaiprakash Power,8.7,4689.3
22,22,0,21,1,4,Pune,Reliance Energy,9.1,5605.6
22,22,2,4,1,11,Mumbai,Jyoti Structure,9.2,5538.4
19,22,0,11,1,2,Noida,SJVN Ltd.,8.2,3534.2
18,22,2,14,1,4,New Delhi,Kalpataru Power,8.5,4462.5
8,17,3,17,1,3,Chennai,CESC,8.8,4435.2
20,23,1,20,1,10,Mumbai,KEC International,9.2,6789.6
13,22,1,8,1,5,Vadodara,TransRail Lighting,7.8,3939
7,20,2,5,7,3,Chennai,L&T Transmission & Distribution,8.8,3801.6
22,22,2,5,1,11,Shimla,Guj Ind Power,7.7,2779.7
8,22,0,13,1,5,Ratnagiri,Tata Power Company Ltd.,7.4,4040.4
22,23,2,6,1,7,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,8.8,4039.2
12,23,1,19,1,1,Hyderabad,L&T Transmission & Distribution,8.4,5208
17,22,0,19,1,5,Noida,Optibelt Power Transmission India Private Limited,8.2,4034.4
19,22,3,12,1,10,Ahmedabad,Jyoti Structure,7.9,5214
22,23,0,10,1,2,Navi Mumbai,Power Grid Corp,9.3,4882.5
12,22,1,13,1,9,Navi Mumbai,Torrent Power Ltd.,9.3,5087.1
23,23,2,21,12,10,Hyderabad,Kalpataru Power,8.4,5418
7,22,2,5,1,11,Dahej,Power Grid Corp,7.6,3093.2
21,23,0,18,1,6,Mumbai,Adani Power Ltd.,9.2,5934
17,23,1,12,1,7,Kolkata,Indowind Energy,8.7,4732.8
19,23,3,16,1,3,Vadodara,Adani Power Ltd.,7.8,5062.2
17,23,1,18,1,6,New Delhi,KEC International,8.5,4760
13,22,3,3,1,9,Dahej,Reliance Power,7.6,3556.8
16,22,2,7,1,7,Nagpur,Jaiprakash Power,8.9,5081.9
12,23,1,4,12,4,Mumbai,JSW Energy Ltd.,9.2,3652.4
23,22,1,10,1,9,Faridabad,NTPC Pvt. Ltd.,8.1,3280.5
8,21,2,8,1,6,Faridabad,JSW Energy Ltd.,8.1,2284.2
17,23,2,18,1,5,Ratnagiri,Reliance Power,7.4,5069
15,23,3,14,1,2,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.4,3670.4
12,22,1,21,1,7,Faridabad,Sterlite Power Transmission Ltd,8.1,4803.3
14,23,3,22,1,1,Dahej,Optibelt Power Transmission India Private Limited,7.6,4636
9,17,3,19,1,10,Chennai,JSW Energy Ltd.,8.8,3704.8
17,22,1,17,12,8,Vadodara,NTPC Pvt. Ltd.,7.8,4602
14,22,1,13,1,6,Ratnagiri,Power Grid Corp,7.4,2989.6
8,17,2,10,1,8,Noida,Reliance Energy,8.2,2386.2
19,22,0,18,1,12,Mumbai,KEC International,9.2,4406.8
22,23,2,3,12,3,Pune,Guj Ind Power,9.1,4741.1
9,17,3,22,1,6,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.9,5179.8
21,23,1,13,1,8,New Delhi,NLC India,8.5,5712
13,22,2,4,1,11,Vadodara,Kalpataru Power,7.8,3268.2
22,22,0,17,1,8,Nagpur,NTPC Pvt. Ltd.,8.9,5126.4
23,23,3,8,1,6,Shimla,CESC,7.7,3388
20,23,1,10,1,11,Chennai,Optibelt Power Transmission India Private Limited,8.8,5139.2
10,23,2,12,1,8,Hyderabad,Tata Power Company Ltd.,8.4,4074
13,22,2,8,1,8,Dahej,Neueon Towers / Sujana Towers Ltd.,7.6,3207.2
16,22,2,9,1,12,Shimla,NLC India,7.7,3549.7
15,22,3,9,1,6,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,8.1,5289.3
16,23,0,15,1,11,Pune,GE T&D India Limited,9.1,4295.2
6,23,1,21,7,1,Ratnagiri,Tata Power Company Ltd.,7.4,3766.6
5,17,2,16,1,2,Vadodara,Power Grid Corp,7.8,2667.6
5,17,3,22,7,2,Chennai,Optibelt Power Transmission India Private Limited,8.8,3916
